grid_id,n,MAE,RMSE,bias
3210_46983,252,129.46420103769054,480.1876437434725,38.71173549329694
3364_46982,252,139.99083627533838,434.3134965734654,-69.16059204767572
3183_46902,252,140.7244137758501,530.3489800270852,63.06416312385859
