grid_id,c_bar,c_hat,r_alignment,n_weeks,poi_cnt_life,poi_cnt_transport,poi_cnt_economy,poi_cnt_public_service,poi_cnt_life_scarcity_abs,poi_cnt_transport_scarcity_abs,poi_cnt_economy_scarcity_abs,poi_cnt_public_service_scarcity_abs,poi_cnt_life_scarcity_q,poi_cnt_transport_scarcity_q,poi_cnt_economy_scarcity_q,poi_cnt_public_service_scarcity_q,priority_abs_1,priority_abs_2,priority_q_1,priority_q_2,priority_q_1_scarcity_score,gate_r_ok,gate_weeks_ok,gate_cbar_ok,gate_scarcity_ok,is_actionable,action_tier,priority_reason
3321_46887,16358.260823567707,23518.5753806508,-7160.314557083091,13,1.0,0.0,0.0,0.0,0.82,0.485,0.45,0.505,0.18000000000000005,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3299_46914,15944.150002504008,23518.5753806508,-7574.425378146792,13,1.0,0.0,0.0,0.0,0.82,0.485,0.45,0.505,0.18000000000000005,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3315_46886,11377.50264798678,19636.53156154551,-8259.028913558732,13,0.0,0.0,0.0,0.0,0.355,0.485,0.45,0.505,0.645,0.515,0.55,0.495,public_service,transport,life,economy,0.645,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3308_46883,14998.307379306889,23518.5753806508,-8520.268001343911,13,1.0,0.0,0.0,0.0,0.82,0.485,0.45,0.505,0.18000000000000005,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3222_47008,14690.115159254809,23518.5753806508,-8828.460221395992,13,1.0,0.0,0.0,0.0,0.82,0.485,0.45,0.505,0.18000000000000005,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3190_46978,10795.720897185496,19636.53156154551,-8840.810664360015,13,0.0,0.0,0.0,0.0,0.355,0.485,0.45,0.505,0.645,0.515,0.55,0.495,public_service,transport,life,economy,0.645,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3313_46885,16206.438320062098,26136.07287230657,-9929.634552244472,13,2.0,0.0,0.0,0.0,0.96,0.485,0.45,0.505,0.040000000000000036,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3351_46983,13103.92041015625,23518.5753806508,-10414.65497049455,13,1.0,0.0,0.0,0.0,0.82,0.485,0.45,0.505,0.18000000000000005,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3310_46886,14160.380596454326,26136.07287230657,-11975.692275852243,13,2.0,0.0,0.0,0.0,0.96,0.485,0.45,0.505,0.040000000000000036,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3311_46889,18765.21602063301,31302.97798334063,-12537.761962707616,13,5.0,0.0,0.0,0.0,1.0,0.485,0.45,0.505,0.0,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3314_46887,10678.72231194912,23518.5753806508,-12839.85306870168,13,1.0,0.0,0.0,0.0,0.82,0.485,0.45,0.505,0.18000000000000005,0.515,0.55,0.495,life,public_service,economy,transport,0.55,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3313_46884,16086.94430463742,29783.51466251312,-13696.5703578757,13,0.0,0.0,1.0,0.0,0.355,0.485,0.94,0.505,0.645,0.515,0.06000000000000005,0.495,economy,public_service,life,transport,0.645,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3314_46885,14898.785306490385,35671.46400524405,-20772.67869875367,13,1.0,0.0,1.0,0.0,0.82,0.485,0.94,0.505,0.18000000000000005,0.515,0.06000000000000005,0.495,economy,life,transport,public_service,0.515,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3315_46939,8405.526777218549,29783.51466251312,-21377.98788529457,13,0.0,0.0,1.0,0.0,0.355,0.485,0.94,0.505,0.645,0.515,0.06000000000000005,0.495,economy,public_service,life,transport,0.645,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3286_46873,50996.41979667468,118030.54284327148,-67034.1230465968,13,0.0,1.0,0.0,0.0,0.355,0.985,0.45,0.505,0.645,0.015000000000000013,0.55,0.495,transport,public_service,life,economy,0.645,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
3055_46754,33240.78297776442,118030.54284327148,-84789.75986550706,13,0.0,1.0,0.0,0.0,0.355,0.985,0.45,0.505,0.645,0.015000000000000013,0.55,0.495,transport,public_service,life,economy,0.645,True,True,True,True,True,tier1_actionable,high mismatch + within-high-group quantile scarcity (recommended)
